Model Number,FLUKE A3000FC
Tool Name,A3000FC - A
Logged Data

Start Time,Stop Time,Elapsed Time,Interval,Total Readings
Jun 29 2024 12:59:17,Jun 30 2024 13:52:27,1:00:53:10,00:01:00,1494

Reading,Start Time,Duration,Max Time,Max(A AC),Average(A AC),Min Time,Min (A AC),Stop Time
91,Jun 29 2024 14:29:17,00:01:00,Jun 29 2024 14:30:02,"0.1","0.1",Jun 29 2024 14:30:01,"0",Jun 29 2024 14:30:17
92,Jun 29 2024 14:30:17,00:01:00,Jun 29 2024 14:30:24,"0.1","0.1",Jun 29 2024 14:30:55,"0",Jun 29 2024 14:31:17
93,Jun 29 2024 14:31:17,00:01:00,Jun 29 2024 14:31:32,"0.1","0.1",Jun 29 2024 14:31:30,"0",Jun 29 2024 14:32:17
94,Jun 29 2024 14:32:17,00:01:00,Jun 29 2024 14:33:14,"0.1","0.1",Jun 29 2024 14:33:06,"0",Jun 29 2024 14:33:17
95,Jun 29 2024 14:33:17,00:01:00,Jun 29 2024 14:34:05,"0.1","0.1",Jun 29 2024 14:34:15,"0",Jun 29 2024 14:34:17
96,Jun 29 2024 14:34:17,00:01:00,Jun 29 2024 14:34:34,"0.1","0.1",Jun 29 2024 14:34:33,"0",Jun 29 2024 14:35:17
97,Jun 29 2024 14:35:17,00:01:00,Jun 29 2024 14:35:44,"0.1","0.1",Jun 29 2024 14:35:18,"0",Jun 29 2024 14:36:17
98,Jun 29 2024 14:36:17,00:01:00,Jun 29 2024 14:36:39,"0.1","0.1",Jun 29 2024 14:36:45,"0.1",Jun 29 2024 14:37:17
99,Jun 29 2024 14:37:17,00:01:00,Jun 29 2024 14:37:41,"0.1","0.1",Jun 29 2024 14:38:05,"0.1",Jun 29 2024 14:38:17
100,Jun 29 2024 14:38:17,00:01:00,Jun 29 2024 14:38:38,"0.1","0.1",Jun 29 2024 14:39:03,"0.1",Jun 29 2024 14:39:17
101,Jun 29 2024 14:39:17,00:01:00,Jun 29 2024 14:40:06,"0.1","0.1",Jun 29 2024 14:39:54,"0.1",Jun 29 2024 14:40:17
102,Jun 29 2024 14:40:17,00:01:00,Jun 29 2024 14:40:21,"0.1","0.1",Jun 29 2024 14:41:12,"0.1",Jun 29 2024 14:41:17
103,Jun 29 2024 14:41:17,00:01:00,Jun 29 2024 14:42:01,"0.1","0.1",Jun 29 2024 14:42:11,"0.1",Jun 29 2024 14:42:17
104,Jun 29 2024 14:42:17,00:01:00,Jun 29 2024 14:43:14,"0.1","0.1",Jun 29 2024 14:42:52,"0",Jun 29 2024 14:43:17
105,Jun 29 2024 14:43:17,00:01:00,Jun 29 2024 14:43:25,"0.1","0.1",Jun 29 2024 14:44:15,"0.1",Jun 29 2024 14:44:17
106,Jun 29 2024 14:44:17,00:01:00,Jun 29 2024 14:44:32,"0.1","0.1",Jun 29 2024 14:45:11,"0.1",Jun 29 2024 14:45:17
107,Jun 29 2024 14:45:17,00:01:00,Jun 29 2024 14:46:07,"0.1","0.1",Jun 29 2024 14:45:23,"0",Jun 29 2024 14:46:17
108,Jun 29 2024 14:46:17,00:01:00,Jun 29 2024 14:46:29,"0.1","0.1",Jun 29 2024 14:46:24,"0.1",Jun 29 2024 14:47:17
109,Jun 29 2024 14:47:17,00:01:00,Jun 29 2024 14:47:40,"0.1","0.1",Jun 29 2024 14:47:20,"0.1",Jun 29 2024 14:48:17
110,Jun 29 2024 14:48:17,00:01:00,Jun 29 2024 14:48:20,"0.1","0.1",Jun 29 2024 14:48:25,"0.1",Jun 29 2024 14:49:17
111,Jun 29 2024 14:49:17,00:01:00,Jun 29 2024 14:50:14,"0.1","0.1",Jun 29 2024 14:49:55,"0",Jun 29 2024 14:50:17
112,Jun 29 2024 14:50:17,00:01:00,Jun 29 2024 14:50:29,"0.1","0.1",Jun 29 2024 14:50:48,"0.1",Jun 29 2024 14:51:17
113,Jun 29 2024 14:51:17,00:01:00,Jun 29 2024 14:52:05,"0.1","0.1",Jun 29 2024 14:51:33,"0",Jun 29 2024 14:52:17
114,Jun 29 2024 14:52:17,00:01:00,Jun 29 2024 14:52:40,"0.1","0.1",Jun 29 2024 14:52:43,"0",Jun 29 2024 14:53:17
115,Jun 29 2024 14:53:17,00:01:00,Jun 29 2024 14:54:06,"0.1","0.1",Jun 29 2024 14:53:48,"0.1",Jun 29 2024 14:54:17
116,Jun 29 2024 14:54:17,00:01:00,Jun 29 2024 14:54:55,"0.1","0.1",Jun 29 2024 14:55:12,"0.1",Jun 29 2024 14:55:17
117,Jun 29 2024 14:55:17,00:01:00,Jun 29 2024 14:55:21,"0.1","0.1",Jun 29 2024 14:56:12,"0",Jun 29 2024 14:56:17
118,Jun 29 2024 14:56:17,00:01:00,Jun 29 2024 14:56:36,"0.1","0.1",Jun 29 2024 14:57:08,"0",Jun 29 2024 14:57:17
