Tool Name,A3000FC - A
Logged Data

Start Time,Stop Time,Elapsed Time,Interval,Total Readings
Jun 29 2024 12:59:24,Jun 30 2024 13:52:34,1:00:53:10,00:01:00,1494

Reading,Start Time,Duration,Max Time,Max(A AC),Average(A AC),Min Time,Min (A AC),Stop Time
139,Jun 29 2024 15:17:24,00:01:00,Jun 29 2024 15:17:52,"0.1","0",Jun 29 2024 15:17:37,"0",Jun 29 2024 15:18:24
140,Jun 29 2024 15:18:24,00:01:00,Jun 29 2024 15:18:47,"0.1","0",Jun 29 2024 15:18:53,"0",Jun 29 2024 15:19:24
141,Jun 29 2024 15:19:24,00:01:00,Jun 29 2024 15:20:10,"0.1","0",Jun 29 2024 15:20:11,"0",Jun 29 2024 15:20:24
142,Jun 29 2024 15:20:24,00:01:00,Jun 29 2024 15:20:50,"0.1","0",Jun 29 2024 15:20:35,"0",Jun 29 2024 15:21:24
143,Jun 29 2024 15:21:24,00:01:00,Jun 29 2024 15:22:10,"0.1","0",Jun 29 2024 15:22:24,"0",Jun 29 2024 15:22:24
144,Jun 29 2024 15:22:24,00:01:00,Jun 29 2024 15:23:15,"0.1","0",Jun 29 2024 15:23:18,"0",Jun 29 2024 15:23:24
145,Jun 29 2024 15:23:24,00:01:00,Jun 29 2024 15:23:30,"0.1","0",Jun 29 2024 15:24:13,"0",Jun 29 2024 15:24:24
146,Jun 29 2024 15:24:24,00:01:00,Jun 29 2024 15:25:04,"0.1","0",Jun 29 2024 15:24:54,"0",Jun 29 2024 15:25:24
147,Jun 29 2024 15:25:24,00:01:00,Jun 29 2024 15:25:26,"0","0",Jun 29 2024 15:25:49,"0",Jun 29 2024 15:26:24
148,Jun 29 2024 15:26:24,00:01:00,Jun 29 2024 15:26:43,"0.1","0",Jun 29 2024 15:26:27,"0",Jun 29 2024 15:27:24
149,Jun 29 2024 15:27:24,00:01:00,Jun 29 2024 15:28:22,"0","0",Jun 29 2024 15:27:31,"0",Jun 29 2024 15:28:24
150,Jun 29 2024 15:28:24,00:01:00,Jun 29 2024 15:28:46,"0","0",Jun 29 2024 15:29:11,"0",Jun 29 2024 15:29:24
151,Jun 29 2024 15:29:24,00:01:00,Jun 29 2024 15:30:12,"0","0",Jun 29 2024 15:29:55,"0",Jun 29 2024 15:30:24
152,Jun 29 2024 15:30:24,00:01:00,Jun 29 2024 15:30:49,"0","0",Jun 29 2024 15:30:38,"0",Jun 29 2024 15:31:24
153,Jun 29 2024 15:31:24,00:01:00,Jun 29 2024 15:31:52,"0","0",Jun 29 2024 15:32:24,"0",Jun 29 2024 15:32:24
154,Jun 29 2024 15:32:24,00:01:00,Jun 29 2024 15:32:25,"0.1","0",Jun 29 2024 15:32:37,"0",Jun 29 2024 15:33:24
155,Jun 29 2024 15:33:24,00:01:00,Jun 29 2024 15:34:23,"0.1","0",Jun 29 2024 15:34:07,"0",Jun 29 2024 15:34:24
156,Jun 29 2024 15:34:24,00:01:00,Jun 29 2024 15:34:57,"0.1","0",Jun 29 2024 15:35:16,"0",Jun 29 2024 15:35:24
157,Jun 29 2024 15:35:24,00:01:00,Jun 29 2024 15:35:33,"0.1","0",Jun 29 2024 15:35:36,"0",Jun 29 2024 15:36:24
158,Jun 29 2024 15:36:24,00:01:00,Jun 29 2024 15:36:58,"0.1","0",Jun 29 2024 15:37:05,"0",Jun 29 2024 15:37:24
159,Jun 29 2024 15:37:24,00:01:00,Jun 29 2024 15:38:08,"0.1","0",Jun 29 2024 15:37:36,"0",Jun 29 2024 15:38:24
160,Jun 29 2024 15:38:24,00:01:00,Jun 29 2024 15:39:09,"0.1","0",Jun 29 2024 15:38:46,"0",Jun 29 2024 15:39:24
161,Jun 29 2024 15:39:24,00:01:00,Jun 29 2024 15:39:59,"0.1","0",Jun 29 2024 15:39:43,"0",Jun 29 2024 15:40:24
162,Jun 29 2024 15:40:24,00:01:00,Jun 29 2024 15:40:25,"0","0",Jun 29 2024 15:40:38,"0",Jun 29 2024 15:41:24
163,Jun 29 2024 15:41:24,00:01:00,Jun 29 2024 15:42:18,"0.1","0",Jun 29 2024 15:41:24,"0",Jun 29 2024 15:42:24
164,Jun 29 2024 15:42:24,00:01:00,Jun 29 2024 15:43:20,"0.1","0",Jun 29 2024 15:42:25,"0",Jun 29 2024 15:43:24
165,Jun 29 2024 15:43:24,00:01:00,Jun 29 2024 15:43:27,"0.1","0",Jun 29 2024 15:44:05,"0",Jun 29 2024 15:44:24
166,Jun 29 2024 15:44:24,00:01:00,Jun 29 2024 15:44:47,"0","0",Jun 29 2024 15:44:54,"0",Jun 29 2024 15:45:24
167,Jun 29 2024 15:45:24,00:01:00,Jun 29 2024 15:46:14,"0","0",Jun 29 2024 15:45:42,"0",Jun 29 2024 15:46:24
168,Jun 29 2024 15:46:24,00:01:00,Jun 29 2024 15:46:42,"0.1","0",Jun 29 2024 15:47:21,"0",Jun 29 2024 15:47:24
169,Jun 29 2024 15:47:24,00:01:00,Jun 29 2024 15:48:18,"0.1","0",Jun 29 2024 15:48:12,"0",Jun 29 2024 15:48:24
